404,496,569,637,684,762,797,842,882,913,942,983,1129,1013,1013,1023,1023,1023,1023,1020,1000,967,951,917,879,827,793,740,706,660,
406,494,572,638,706,745,795,847,875,914,948,981,997,1013,1182,1023,1023,1023,1023,1018,998,1151,942,901,868,830,961,737,706,653,
427,511,566,639,705,757,791,848,880,916,945,979,1142,1137,1016,1023,1023,1023,1012,999,984,960,948,896,863,829,799,741,706,657,
572,537,568,635,706,757,799,839,882,913,945,966,981,997,1014,1023,1023,1023,1229,1019,981,965,930,896,867,831,811,740,706,656,
426,537,570,639,844,755,797,974,879,909,946,967,982,1002,1016,1013,1017,1012,1016,999,979,962,931,898,862,831,775,741,691,654,
423,536,704,625,709,741,790,829,882,909,927,965,983,999,1014,1017,1021,1018,1019,993,980,964,933,899,1023,823,774,744,865,655,
427,537,564,615,702,743,799,831,880,911,1082,965,975,997,1013,1018,1014,1018,1017,995,985,964,930,893,858,931,777,740,690,653,
424,535,568,622,706,742,792,849,874,916,937,1109,981,1001,1016,1014,1196,1017,1017,1000,1151,969,930,894,863,829,775,743,692,655,
426,536,569,620,708,744,792,1016,879,907,949,985,999,1014,1016,1023,1023,1023,1023,1017,1000,965,950,916,885,843,796,741,709,670,
575,493,568,639,706,764,815,846,895,931,950,984,995,1020,1176,1023,1023,1023,1023,1014,1165,964,943,911,881,831,794,757,705,671,
409,491,570,634,707,761,815,1019,892,931,947,980,996,1011,1023,1023,1023,1023,1023,1016,999,964,947,1091,879,842,798,741,706,671,
408,492,571,639,702,758,985,843,895,930,943,982,998,1012,1023,1023,1023,1023,1023,1187,997,970,949,913,1054,845,952,927,703,652,
407,635,737,639,894,757,797,842,1060,934,946,1115,994,1019,1016,1023,1023,1023,1023,1217,999,1147,950,914,879,1023,794,739,703,671,
407,493,568,635,706,754,815,848,895,930,1111,985,994,1172,1014,1023,1023,1231,1023,1022,996,965,950,917,877,841,794,761,864,669,
409,492,572,639,711,759,813,847,895,925,952,981,1151,1013,1023,1023,1052,1023,1023,1012,1000,966,951,918,880,849,975,757,871,675,
406,490,588,639,705,944,814,849,897,933,950,985,1000,1019,1023,1023,1054,1023,1023,1017,1002,970,947,913,880,846,982,761,869,675,
406,652,569,638,704,756,813,846,896,930,949,980,992,1012,1023,1023,1052,1222,1023,1014,999,970,947,1100,1061,842,793,757,709,676,
408,492,570,639,702,752,813,849,894,933,945,1159,1001,1020,1023,1214,1250,1023,1023,1019,998,1188,946,910,886,850,794,923,901,853,
403,495,748,635,709,942,795,845,897,930,944,979,1001,1018,1023,1023,1264,1023,1023,1015,998,972,948,916,878,849,798,904,705,678,
600,492,570,637,705,954,812,844,901,926,950,981,993,1021,1023,1023,1050,1023,1023,1017,998,964,951,911,883,846,796,740,882,675,
