247,556,194,127,92,59,532,669,754,830,879,911,947,963,982,1003,981,983,963,1114,882,831,815,1279,1515,639,739,0,0,0,
217,393,111,126,77,41,536,671,758,831,880,910,952,964,984,988,981,985,964,919,879,825,815,1107,1501,657,743,0,0,0,
0,393,159,92,75,75,539,676,962,828,884,914,942,1146,987,998,984,981,1192,916,880,830,1000,1100,1501,803,691,0,0,0,
0,423,415,92,74,255,537,676,761,831,883,913,947,958,978,997,983,975,965,913,881,829,814,1093,476,555,639,255,503,323,
287,412,195,110,60,55,534,671,756,850,880,914,949,962,980,994,988,981,963,1127,880,828,813,1096,1493,654,931,0,0,0,
283,426,178,145,57,40,538,671,760,1023,879,913,949,966,980,981,987,976,969,918,884,828,815,1124,1497,638,761,0,0,0,
248,373,147,142,22,56,539,671,763,849,887,916,947,966,985,1003,985,988,963,1110,880,828,814,1116,1496,654,741,0,159,0,
252,409,23,126,108,42,537,884,758,831,883,911,947,964,979,1001,1190,987,963,914,882,828,817,1087,1480,654,807,0,167,0,
253,389,178,199,0,92,537,693,761,842,882,916,948,965,985,979,1000,980,967,915,880,830,812,1119,1485,815,772,0,0,0,
0,356,109,159,88,57,537,675,774,825,887,914,948,959,980,1001,982,988,966,914,880,1020,1010,1118,1485,652,904,159,0,0,
179,407,141,146,75,57,534,671,758,827,877,916,950,964,983,996,999,978,961,911,1099,831,815,1118,1467,811,689,0,0,0,
182,375,122,159,92,40,740,676,761,836,880,917,942,967,975,996,980,980,967,917,880,825,810,1118,1501,637,758,0,0,0,
214,574,90,142,127,57,538,671,764,831,875,918,947,962,984,993,984,980,965,916,877,831,814,1124,1697,654,675,0,0,0,
0,593,253,143,91,56,533,671,761,829,882,911,947,1142,982,992,975,982,960,912,880,828,812,1123,1515,637,778,0,0,0,
305,574,159,235,22,248,542,869,761,828,881,917,1147,964,989,1198,979,979,1175,913,879,831,816,1124,1518,819,912,0,0,0,
217,390,91,127,92,41,540,671,762,846,884,914,945,1151,985,981,982,980,964,911,876,827,815,1127,1498,831,739,0,0,0,
0,408,146,127,0,0,534,676,761,831,880,1110,947,967,1172,982,984,981,962,914,883,834,816,1299,1481,827,728,0,0,0,
511,404,143,124,124,39,538,676,774,830,886,917,954,962,984,999,984,981,963,1126,875,830,812,1294,1491,655,772,0,134,0,
197,392,159,126,57,40,532,676,960,844,875,918,949,960,979,1001,981,976,1156,916,879,830,812,1118,1480,658,770,0,0,0,
0,406,196,349,90,59,533,671,757,836,878,910,951,964,982,998,987,1180,969,916,884,1007,817,1121,1649,652,759,0,0,0,
